# Time-averaged data for fix 2
# TimeStep v_T v_Eatom
3259000 916.617 -2.95875
3260000 917.116 -2.97032
3261000 923.012 -2.96423
3262000 1001.95 -2.95682
3263000 947.172 -2.95655
3264000 955.54 -2.9575
3265000 940.616 -2.96482
3266000 987.465 -2.95363
3267000 931.925 -2.95462
3268000 969.238 -2.95694
3269000 940.242 -2.95727
3270000 961.371 -2.95862
3271000 933.792 -2.96425
3272000 927.104 -2.95832
3273000 958.048 -2.95353
3274000 968.286 -2.95554
3275000 967.261 -2.94973
3276000 922.182 -2.97132
3277000 926.637 -2.96822
3278000 970.883 -2.952
3279000 949.539 -2.95987
3280000 917.222 -2.96619
3281000 924.147 -2.96426
3282000 972.551 -2.95303
3283000 957.838 -2.95076
3284000 958.734 -2.96532
3285000 961.35 -2.95904
3286000 924.704 -2.95962
3287000 971.53 -2.94526
3288000 920.135 -2.9639
3289000 953.895 -2.95584
3290000 951.559 -2.95626
3291000 931.056 -2.9654
3292000 945.188 -2.96624
3293000 938.365 -2.9547
3294000 939.612 -2.96219
3295000 964.007 -2.95856
3296000 980.641 -2.95728
3297000 924.862 -2.96659
3298000 913.635 -2.96618
3299000 942.582 -2.96064
3300000 891.231 -2.9571
3301000 922.235 -2.95698
3302000 943.827 -2.96133
3303000 954.554 -2.95336
3304000 969.214 -2.9507
3305000 924.18 -2.95995
3306000 929.211 -2.95787
3307000 961.788 -2.94318
3308000 969.007 -2.93968
3309000 961.472 -2.95913
3310000 911.056 -2.96402
3311000 866.836 -2.9754
3312000 931.374 -2.95464
3313000 985.164 -2.94681
3314000 988.709 -2.93153
3315000 984.916 -2.953
3316000 999.362 -2.94473
3317000 959.449 -2.9637
3318000 955.114 -2.95529
3319000 970.431 -2.94588
3320000 941.112 -2.95859
3321000 993.596 -2.94287
3322000 939.871 -2.96256
3323000 913.347 -2.96756
3324000 989.105 -2.93947
3325000 922.778 -2.95617
3326000 901.498 -2.95341
3327000 939.208 -2.95275
3328000 974.034 -2.9613
3329000 951.534 -2.93979
3330000 947.787 -2.96605
3331000 927.858 -2.9647
3332000 943.113 -2.96498
3333000 982.212 -2.95207
3334000 961.151 -2.96621
3335000 1020.68 -2.94619
3336000 928.148 -2.96409
3337000 996.742 -2.94483
3338000 938.127 -2.95792
3339000 917.997 -2.96197
3340000 1006.22 -2.94042
3341000 923.153 -2.96209
3342000 915.939 -2.9537
3343000 951.186 -2.94127
3344000 916.525 -2.96423
3345000 947.985 -2.96175
3346000 936.405 -2.95967
3347000 958.983 -2.95871
3348000 883.035 -2.96822
3349000 974.522 -2.95632
3350000 918.192 -2.96266
